Gene	Tissue	Target	Mut_Loss	NoMut_Loss	Mut_WT	NoMut_WT
ZCCHC12_ARID1A	LGG	WithSecondM	1	5	2	12
ZCCHC12_ARID1A	LGG	WOSecondM	2	72	4	366
FUBP1_CIC	LGG	WithSecondM	34	73	1	1
FUBP1_CIC	LGG	WOSecondM	12	64	1	301
FUBP1_ZCCHC12	LGG	WithSecondM	2	2	1	4
FUBP1_ZCCHC12	LGG	WOSecondM	44	135	1	298
FUBP1_EGFR	LGG	WithSecondM	1	4	1	29
FUBP1_EGFR	LGG	WOSecondM	45	133	1	273
FUBP1_PLCG1	LGG	WithSecondM	1	1	1	4
FUBP1_PLCG1	LGG	WOSecondM	45	136	1	298
FUBP1_SMARCA4	LGG	WithSecondM	1	8	1	17
FUBP1_SMARCA4	LGG	WOSecondM	45	129	1	285
FUBP1_PIK3CA	LGG	WithSecondM	9	19	1	12
FUBP1_PIK3CA	LGG	WOSecondM	37	118	1	290
FUBP1_NRAS	LGG	WithSecondM	2	3	1	2
FUBP1_NRAS	LGG	WOSecondM	44	134	1	300
FUBP1_NIPBL	LGG	WithSecondM	3	12	1	5
FUBP1_NIPBL	LGG	WOSecondM	43	125	1	297
FUBP1_PIK3R1	LGG	WithSecondM	6	8	1	10
FUBP1_PIK3R1	LGG	WOSecondM	40	129	1	292
FUBP1_ARID2	LGG	WithSecondM	2	2	1	9
FUBP1_ARID2	LGG	WOSecondM	44	135	1	293
FUBP1_NF1	LGG	WithSecondM	5	4	1	21
FUBP1_NF1	LGG	WOSecondM	41	133	1	281
FUBP1_IDH2	LGG	WithSecondM	2	17	1	5
FUBP1_IDH2	LGG	WOSecondM	44	120	1	297
FUBP1_IDH1	LGG	WithSecondM	44	116	1	218
FUBP1_IDH1	LGG	WOSecondM	2	21	1	84
FUBP1_ATRX	LGG	WithSecondM	2	8	1	174
FUBP1_ATRX	LGG	WOSecondM	44	129	1	128
FUBP1_SETD2	LGG	WithSecondM	2	1	1	8
FUBP1_SETD2	LGG	WOSecondM	44	136	1	294
FUBP1_TP53	LGG	WithSecondM	5	9	1	216
FUBP1_TP53	LGG	WOSecondM	41	128	1	86
FUBP1_MAX	LGG	WithSecondM	2	4	1	1
FUBP1_MAX	LGG	WOSecondM	44	133	1	301
FUBP1_PTPN11	LGG	WithSecondM	1	3	1	6
FUBP1_PTPN11	LGG	WOSecondM	45	134	1	296
FUBP1_NOTCH1	LGG	WithSecondM	12	20	1	7
FUBP1_NOTCH1	LGG	WOSecondM	34	117	1	295
FUBP1_PTEN	LGG	WithSecondM	1	3	1	19
FUBP1_PTEN	LGG	WOSecondM	45	134	1	283
FUBP1_TCF12	LGG	WithSecondM	2	6	1	9
FUBP1_TCF12	LGG	WOSecondM	44	131	1	293
FUBP1_ZBTB20	LGG	WithSecondM	4	12	1	4
FUBP1_ZBTB20	LGG	WOSecondM	42	125	1	298
FUBP1_ARID1A	LGG	WithSecondM	3	9	1	7
FUBP1_ARID1A	LGG	WOSecondM	43	128	1	295
EGFR_CIC	LGG	WithSecondM	1	1	1	99
EGFR_CIC	LGG	WOSecondM	1	5	5	269
EGFR_ZCCHC12	LGG	WithSecondM	1	1	1	3
EGFR_ZCCHC12	LGG	WOSecondM	1	5	5	365
EGFR_FUBP1	LGG	WithSecondM	1	1	1	44
EGFR_FUBP1	LGG	WOSecondM	1	5	5	324
EGFR_PLCG1	LGG	WithSecondM	1	1	1	2
EGFR_PLCG1	LGG	WOSecondM	1	5	5	366
EGFR_SMARCA4	LGG	WithSecondM	1	1	1	20
EGFR_SMARCA4	LGG	WOSecondM	1	5	5	348
EGFR_PIK3CA	LGG	WithSecondM	1	2	2	26
EGFR_PIK3CA	LGG	WOSecondM	1	4	4	342
EGFR_NRAS	LGG	WithSecondM	1	1	1	4
EGFR_NRAS	LGG	WOSecondM	1	5	5	364
EGFR_NIPBL	LGG	WithSecondM	1	1	1	16
EGFR_NIPBL	LGG	WOSecondM	1	5	5	352
EGFR_PIK3R1	LGG	WithSecondM	1	1	1	16
EGFR_PIK3R1	LGG	WOSecondM	1	5	5	352
EGFR_ARID2	LGG	WithSecondM	1	1	1	9
EGFR_ARID2	LGG	WOSecondM	1	5	5	359
EGFR_NF1	LGG	WithSecondM	1	1	2	16
EGFR_NF1	LGG	WOSecondM	1	5	4	352
EGFR_IDH2	LGG	WithSecondM	1	1	1	18
EGFR_IDH2	LGG	WOSecondM	1	5	5	350
EGFR_IDH1	LGG	WithSecondM	1	4	2	328
EGFR_IDH1	LGG	WOSecondM	1	2	4	40
EGFR_ATRX	LGG	WithSecondM	1	3	1	148
EGFR_ATRX	LGG	WOSecondM	1	3	5	220
EGFR_SETD2	LGG	WithSecondM	1	1	1	6
EGFR_SETD2	LGG	WOSecondM	1	5	5	362
EGFR_TP53	LGG	WithSecondM	1	3	1	186
EGFR_TP53	LGG	WOSecondM	1	3	5	182
EGFR_MAX	LGG	WithSecondM	1	1	1	5
EGFR_MAX	LGG	WOSecondM	1	5	5	363
EGFR_PTPN11	LGG	WithSecondM	1	1	1	6
EGFR_PTPN11	LGG	WOSecondM	1	5	5	362
EGFR_NOTCH1	LGG	WithSecondM	1	1	1	33
EGFR_NOTCH1	LGG	WOSecondM	1	5	5	335
EGFR_PTEN	LGG	WithSecondM	1	1	3	5
EGFR_PTEN	LGG	WOSecondM	1	5	3	363
EGFR_TCF12	LGG	WithSecondM	1	1	1	13
EGFR_TCF12	LGG	WOSecondM	1	5	5	355
EGFR_ZBTB20	LGG	WithSecondM	1	1	1	17
EGFR_ZBTB20	LGG	WOSecondM	1	5	5	351
EGFR_ARID1A	LGG	WithSecondM	1	1	1	13
EGFR_ARID1A	LGG	WOSecondM	1	5	5	355
PLCG1_CIC	LGG	WithSecondM	1	1	1	102
PLCG1_CIC	LGG	WOSecondM	1	4	3	345
PLCG1_ZCCHC12	LGG	WithSecondM	1	1	1	6
PLCG1_ZCCHC12	LGG	WOSecondM	1	4	3	441
PLCG1_FUBP1	LGG	WithSecondM	1	1	1	45
PLCG1_FUBP1	LGG	WOSecondM	1	4	3	402
PLCG1_EGFR	LGG	WithSecondM	1	1	1	22
PLCG1_EGFR	LGG	WOSecondM	1	4	3	425
PLCG1_SMARCA4	LGG	WithSecondM	1	1	1	23
PLCG1_SMARCA4	LGG	WOSecondM	1	4	3	424
PLCG1_PIK3CA	LGG	WithSecondM	1	1	1	35
PLCG1_PIK3CA	LGG	WOSecondM	1	4	3	412
PLCG1_NRAS	LGG	WithSecondM	1	1	1	4
PLCG1_NRAS	LGG	WOSecondM	1	4	3	443
PLCG1_NIPBL	LGG	WithSecondM	1	1	1	17
PLCG1_NIPBL	LGG	WOSecondM	1	4	3	430
PLCG1_PIK3R1	LGG	WithSecondM	1	1	1	18
PLCG1_PIK3R1	LGG	WOSecondM	1	4	3	429
PLCG1_ARID2	LGG	WithSecondM	1	1	2	9
PLCG1_ARID2	LGG	WOSecondM	1	4	2	438
PLCG1_NF1	LGG	WithSecondM	1	1	1	26
PLCG1_NF1	LGG	WOSecondM	1	4	3	421
PLCG1_IDH2	LGG	WithSecondM	1	1	1	22
PLCG1_IDH2	LGG	WOSecondM	1	4	3	425
PLCG1_IDH1	LGG	WithSecondM	1	3	2	365
PLCG1_IDH1	LGG	WOSecondM	1	2	2	82
PLCG1_ATRX	LGG	WithSecondM	1	3	2	173
PLCG1_ATRX	LGG	WOSecondM	1	2	2	274
PLCG1_SETD2	LGG	WithSecondM	1	1	1	8
PLCG1_SETD2	LGG	WOSecondM	1	4	3	439
PLCG1_TP53	LGG	WithSecondM	1	4	2	221
PLCG1_TP53	LGG	WOSecondM	1	1	2	226
PLCG1_MAX	LGG	WithSecondM	1	1	1	5
PLCG1_MAX	LGG	WOSecondM	1	4	3	442
PLCG1_PTPN11	LGG	WithSecondM	1	1	1	6
PLCG1_PTPN11	LGG	WOSecondM	1	4	3	441
PLCG1_NOTCH1	LGG	WithSecondM	1	1	1	35
PLCG1_NOTCH1	LGG	WOSecondM	1	4	3	412
PLCG1_PTEN	LGG	WithSecondM	1	1	1	19
PLCG1_PTEN	LGG	WOSecondM	1	4	3	428
PLCG1_TCF12	LGG	WithSecondM	1	1	1	14
PLCG1_TCF12	LGG	WOSecondM	1	4	3	433
PLCG1_ZBTB20	LGG	WithSecondM	1	1	1	17
PLCG1_ZBTB20	LGG	WOSecondM	1	4	3	430
PLCG1_ARID1A	LGG	WithSecondM	1	1	1	16
PLCG1_ARID1A	LGG	WOSecondM	1	4	3	431
SMARCA4_CIC	LGG	WithSecondM	1	1	4	57
SMARCA4_CIC	LGG	WOSecondM	3	15	16	290
SMARCA4_ZCCHC12	LGG	WithSecondM	1	1	1	5
SMARCA4_ZCCHC12	LGG	WOSecondM	3	15	19	342
SMARCA4_FUBP1	LGG	WithSecondM	1	1	1	26
SMARCA4_FUBP1	LGG	WOSecondM	3	15	19	321
SMARCA4_EGFR	LGG	WithSecondM	1	1	1	23
SMARCA4_EGFR	LGG	WOSecondM	3	15	19	324
SMARCA4_PLCG1	LGG	WithSecondM	1	2	1	3
SMARCA4_PLCG1	LGG	WOSecondM	3	14	19	344
SMARCA4_PIK3CA	LGG	WithSecondM	1	1	2	28
SMARCA4_PIK3CA	LGG	WOSecondM	3	15	18	319
SMARCA4_NRAS	LGG	WithSecondM	1	1	1	3
SMARCA4_NRAS	LGG	WOSecondM	3	15	19	344
SMARCA4_NIPBL	LGG	WithSecondM	1	1	2	5
SMARCA4_NIPBL	LGG	WOSecondM	3	15	18	342
SMARCA4_PIK3R1	LGG	WithSecondM	1	1	1	15
SMARCA4_PIK3R1	LGG	WOSecondM	3	15	19	332
SMARCA4_ARID2	LGG	WithSecondM	1	3	1	9
SMARCA4_ARID2	LGG	WOSecondM	3	13	19	338
SMARCA4_NF1	LGG	WithSecondM	1	4	1	20
SMARCA4_NF1	LGG	WOSecondM	3	12	19	327
SMARCA4_IDH2	LGG	WithSecondM	1	1	1	14
SMARCA4_IDH2	LGG	WOSecondM	3	15	19	333
SMARCA4_IDH1	LGG	WithSecondM	3	10	19	275
SMARCA4_IDH1	LGG	WOSecondM	1	6	1	72
SMARCA4_ATRX	LGG	WithSecondM	3	7	9	156
SMARCA4_ATRX	LGG	WOSecondM	1	9	11	191
SMARCA4_SETD2	LGG	WithSecondM	1	2	1	7
SMARCA4_SETD2	LGG	WOSecondM	3	14	19	340
SMARCA4_TP53	LGG	WithSecondM	3	10	13	194
SMARCA4_TP53	LGG	WOSecondM	1	6	7	153
SMARCA4_MAX	LGG	WithSecondM	1	1	1	3
SMARCA4_MAX	LGG	WOSecondM	3	15	19	344
SMARCA4_PTPN11	LGG	WithSecondM	1	2	1	5
SMARCA4_PTPN11	LGG	WOSecondM	3	14	19	342
SMARCA4_NOTCH1	LGG	WithSecondM	1	2	3	17
SMARCA4_NOTCH1	LGG	WOSecondM	3	14	17	330
SMARCA4_PTEN	LGG	WithSecondM	1	1	2	12
SMARCA4_PTEN	LGG	WOSecondM	3	15	18	335
SMARCA4_TCF12	LGG	WithSecondM	1	1	2	10
SMARCA4_TCF12	LGG	WOSecondM	3	15	18	337
SMARCA4_ZBTB20	LGG	WithSecondM	1	2	2	13
SMARCA4_ZBTB20	LGG	WOSecondM	3	14	18	334
SMARCA4_ARID1A	LGG	WithSecondM	1	2	2	9
SMARCA4_ARID1A	LGG	WOSecondM	3	14	18	338
PIK3CA_CIC	LGG	WithSecondM	1	3	16	88
PIK3CA_CIC	LGG	WOSecondM	3	21	22	330
PIK3CA_ZCCHC12	LGG	WithSecondM	1	1	3	3
PIK3CA_ZCCHC12	LGG	WOSecondM	3	23	35	415
PIK3CA_FUBP1	LGG	WithSecondM	1	1	9	37
PIK3CA_FUBP1	LGG	WOSecondM	3	23	29	381
PIK3CA_EGFR	LGG	WithSecondM	1	2	5	27
PIK3CA_EGFR	LGG	WOSecondM	3	22	33	391
PIK3CA_PLCG1	LGG	WithSecondM	1	1	1	4
PIK3CA_PLCG1	LGG	WOSecondM	3	23	37	414
PIK3CA_SMARCA4	LGG	WithSecondM	1	1	2	21
PIK3CA_SMARCA4	LGG	WOSecondM	3	23	36	397
PIK3CA_NRAS	LGG	WithSecondM	1	2	1	4
PIK3CA_NRAS	LGG	WOSecondM	3	22	37	414
PIK3CA_NIPBL	LGG	WithSecondM	1	1	2	17
PIK3CA_NIPBL	LGG	WOSecondM	3	23	36	401
PIK3CA_PIK3R1	LGG	WithSecondM	1	2	2	19
PIK3CA_PIK3R1	LGG	WOSecondM	3	22	36	399
PIK3CA_ARID2	LGG	WithSecondM	1	1	1	11
PIK3CA_ARID2	LGG	WOSecondM	3	23	37	407
PIK3CA_NF1	LGG	WithSecondM	1	2	2	26
PIK3CA_NF1	LGG	WOSecondM	3	22	36	392
PIK3CA_IDH2	LGG	WithSecondM	1	1	3	20
PIK3CA_IDH2	LGG	WOSecondM	3	23	35	398
PIK3CA_IDH1	LGG	WithSecondM	3	18	26	329
PIK3CA_IDH1	LGG	WOSecondM	1	6	12	89
PIK3CA_ATRX	LGG	WithSecondM	2	12	4	164
PIK3CA_ATRX	LGG	WOSecondM	2	12	34	254
PIK3CA_SETD2	LGG	WithSecondM	1	1	2	7
PIK3CA_SETD2	LGG	WOSecondM	3	23	36	411
PIK3CA_TP53	LGG	WithSecondM	2	19	7	201
PIK3CA_TP53	LGG	WOSecondM	2	5	31	217
PIK3CA_MAX	LGG	WithSecondM	1	1	2	4
PIK3CA_MAX	LGG	WOSecondM	3	23	36	414
PIK3CA_PTPN11	LGG	WithSecondM	1	2	1	6
PIK3CA_PTPN11	LGG	WOSecondM	3	22	37	412
PIK3CA_NOTCH1	LGG	WithSecondM	1	2	6	29
PIK3CA_NOTCH1	LGG	WOSecondM	3	22	32	389
PIK3CA_PTEN	LGG	WithSecondM	1	1	3	16
PIK3CA_PTEN	LGG	WOSecondM	3	23	35	402
PIK3CA_TCF12	LGG	WithSecondM	1	1	3	13
PIK3CA_TCF12	LGG	WOSecondM	3	23	35	405
PIK3CA_ZBTB20	LGG	WithSecondM	1	2	3	15
PIK3CA_ZBTB20	LGG	WOSecondM	3	22	35	403
PIK3CA_ARID1A	LGG	WithSecondM	1	2	3	13
PIK3CA_ARID1A	LGG	WOSecondM	3	22	35	405
NRAS_CIC	LGG	WithSecondM	1	107	1	1
NRAS_CIC	LGG	WOSecondM	4	70	2	301
NRAS_ZCCHC12	LGG	WithSecondM	1	4	1	4
NRAS_ZCCHC12	LGG	WOSecondM	4	173	2	298
NRAS_FUBP1	LGG	WithSecondM	2	44	1	1
NRAS_FUBP1	LGG	WOSecondM	3	133	2	301
NRAS_EGFR	LGG	WithSecondM	1	3	1	29
NRAS_EGFR	LGG	WOSecondM	4	174	2	273
NRAS_PLCG1	LGG	WithSecondM	1	1	1	4
NRAS_PLCG1	LGG	WOSecondM	4	176	2	298
NRAS_SMARCA4	LGG	WithSecondM	1	8	1	17
NRAS_SMARCA4	LGG	WOSecondM	4	169	2	285
NRAS_PIK3CA	LGG	WithSecondM	1	27	1	12
NRAS_PIK3CA	LGG	WOSecondM	4	150	2	290
NRAS_NIPBL	LGG	WithSecondM	2	13	1	5
NRAS_NIPBL	LGG	WOSecondM	3	164	2	297
NRAS_PIK3R1	LGG	WithSecondM	1	14	1	9
NRAS_PIK3R1	LGG	WOSecondM	4	163	2	293
NRAS_ARID2	LGG	WithSecondM	1	3	1	9
NRAS_ARID2	LGG	WOSecondM	4	174	2	293
NRAS_NF1	LGG	WithSecondM	1	8	1	21
NRAS_NF1	LGG	WOSecondM	4	169	2	281
NRAS_IDH2	LGG	WithSecondM	1	18	1	5
NRAS_IDH2	LGG	WOSecondM	4	159	2	297
NRAS_IDH1	LGG	WithSecondM	4	157	2	217
NRAS_IDH1	LGG	WOSecondM	1	20	1	85
NRAS_ATRX	LGG	WithSecondM	1	7	1	176
NRAS_ATRX	LGG	WOSecondM	4	170	2	126
NRAS_SETD2	LGG	WithSecondM	1	2	1	8
NRAS_SETD2	LGG	WOSecondM	4	175	2	294
NRAS_TP53	LGG	WithSecondM	1	12	2	218
NRAS_TP53	LGG	WOSecondM	4	165	1	84
NRAS_MAX	LGG	WithSecondM	1	5	1	1
NRAS_MAX	LGG	WOSecondM	4	172	2	301
NRAS_PTPN11	LGG	WithSecondM	1	3	1	6
NRAS_PTPN11	LGG	WOSecondM	4	174	2	296
NRAS_NOTCH1	LGG	WithSecondM	2	30	1	7
NRAS_NOTCH1	LGG	WOSecondM	3	147	2	295
NRAS_PTEN	LGG	WithSecondM	1	3	1	19
NRAS_PTEN	LGG	WOSecondM	4	174	2	283
NRAS_TCF12	LGG	WithSecondM	1	7	1	9
NRAS_TCF12	LGG	WOSecondM	4	170	2	293
NRAS_ZBTB20	LGG	WithSecondM	1	15	1	4
NRAS_ZBTB20	LGG	WOSecondM	4	162	2	298
NRAS_ARID1A	LGG	WithSecondM	1	11	1	7
NRAS_ARID1A	LGG	WOSecondM	4	166	2	295
NIPBL_CIC	LGG	WithSecondM	1	2	9	98
NIPBL_CIC	LGG	WOSecondM	2	30	8	342
NIPBL_ZCCHC12	LGG	WithSecondM	1	1	1	7
NIPBL_ZCCHC12	LGG	WOSecondM	2	31	16	433
NIPBL_FUBP1	LGG	WithSecondM	1	1	3	43
NIPBL_FUBP1	LGG	WOSecondM	2	31	14	397
NIPBL_EGFR	LGG	WithSecondM	1	1	1	31
NIPBL_EGFR	LGG	WOSecondM	2	31	16	409
NIPBL_PLCG1	LGG	WithSecondM	1	1	1	5
NIPBL_PLCG1	LGG	WOSecondM	2	31	16	435
NIPBL_SMARCA4	LGG	WithSecondM	1	3	2	21
NIPBL_SMARCA4	LGG	WOSecondM	2	29	15	419
NIPBL_PIK3CA	LGG	WithSecondM	1	3	2	34
NIPBL_PIK3CA	LGG	WOSecondM	2	29	15	406
NIPBL_NRAS	LGG	WithSecondM	1	1	2	4
NIPBL_NRAS	LGG	WOSecondM	2	31	15	436
NIPBL_PIK3R1	LGG	WithSecondM	1	1	2	21
NIPBL_PIK3R1	LGG	WOSecondM	2	31	15	419
NIPBL_ARID2	LGG	WithSecondM	1	1	1	11
NIPBL_ARID2	LGG	WOSecondM	2	31	16	429
NIPBL_NF1	LGG	WithSecondM	1	2	2	27
NIPBL_NF1	LGG	WOSecondM	2	30	15	413
NIPBL_IDH2	LGG	WithSecondM	1	1	4	19
NIPBL_IDH2	LGG	WOSecondM	2	31	13	421
NIPBL_IDH1	LGG	WithSecondM	2	27	13	340
NIPBL_IDH1	LGG	WOSecondM	1	5	4	100
NIPBL_ATRX	LGG	WithSecondM	2	22	2	158
NIPBL_ATRX	LGG	WOSecondM	1	10	15	282
NIPBL_SETD2	LGG	WithSecondM	1	3	1	7
NIPBL_SETD2	LGG	WOSecondM	2	29	16	433
NIPBL_TP53	LGG	WithSecondM	2	27	3	202
NIPBL_TP53	LGG	WOSecondM	1	5	14	238
NIPBL_MAX	LGG	WithSecondM	1	1	1	5
NIPBL_MAX	LGG	WOSecondM	2	31	16	435
NIPBL_PTPN11	LGG	WithSecondM	1	1	1	8
NIPBL_PTPN11	LGG	WOSecondM	2	31	16	432
NIPBL_NOTCH1	LGG	WithSecondM	1	1	2	36
NIPBL_NOTCH1	LGG	WOSecondM	2	31	15	404
NIPBL_PTEN	LGG	WithSecondM	1	1	1	22
NIPBL_PTEN	LGG	WOSecondM	2	31	16	418
NIPBL_TCF12	LGG	WithSecondM	1	2	1	14
NIPBL_TCF12	LGG	WOSecondM	2	30	16	426
NIPBL_ZBTB20	LGG	WithSecondM	1	2	1	17
NIPBL_ZBTB20	LGG	WOSecondM	2	30	16	423
NIPBL_ARID1A	LGG	WithSecondM	1	2	3	14
NIPBL_ARID1A	LGG	WOSecondM	2	30	14	426
PIK3R1_CIC	LGG	WithSecondM	1	2	8	99
PIK3R1_CIC	LGG	WOSecondM	2	32	14	338
PIK3R1_ZCCHC12	LGG	WithSecondM	1	1	2	6
PIK3R1_ZCCHC12	LGG	WOSecondM	2	33	20	431
PIK3R1_FUBP1	LGG	WithSecondM	1	1	6	40
PIK3R1_FUBP1	LGG	WOSecondM	2	33	16	397
PIK3R1_EGFR	LGG	WithSecondM	1	1	1	31
PIK3R1_EGFR	LGG	WOSecondM	2	33	21	406
PIK3R1_PLCG1	LGG	WithSecondM	1	1	1	5
PIK3R1_PLCG1	LGG	WOSecondM	2	33	21	432
PIK3R1_SMARCA4	LGG	WithSecondM	1	2	1	23
PIK3R1_SMARCA4	LGG	WOSecondM	2	32	21	414
PIK3R1_PIK3CA	LGG	WithSecondM	1	3	3	33
PIK3R1_PIK3CA	LGG	WOSecondM	2	31	19	404
PIK3R1_NRAS	LGG	WithSecondM	1	1	1	5
PIK3R1_NRAS	LGG	WOSecondM	2	33	21	432
PIK3R1_NIPBL	LGG	WithSecondM	1	1	2	16
PIK3R1_NIPBL	LGG	WOSecondM	2	33	20	421
PIK3R1_ARID2	LGG	WithSecondM	1	1	2	10
PIK3R1_ARID2	LGG	WOSecondM	2	33	20	427
PIK3R1_NF1	LGG	WithSecondM	1	2	2	27
PIK3R1_NF1	LGG	WOSecondM	2	32	20	410
PIK3R1_IDH2	LGG	WithSecondM	1	1	1	22
PIK3R1_IDH2	LGG	WOSecondM	2	33	21	415
PIK3R1_IDH1	LGG	WithSecondM	1	30	18	337
PIK3R1_IDH1	LGG	WOSecondM	2	4	4	100
PIK3R1_ATRX	LGG	WithSecondM	1	23	4	160
PIK3R1_ATRX	LGG	WOSecondM	2	11	18	277
PIK3R1_SETD2	LGG	WithSecondM	2	3	1	6
PIK3R1_SETD2	LGG	WOSecondM	1	31	21	431
PIK3R1_TP53	LGG	WithSecondM	1	30	6	201
PIK3R1_TP53	LGG	WOSecondM	2	4	16	236
PIK3R1_MAX	LGG	WithSecondM	1	1	1	5
PIK3R1_MAX	LGG	WOSecondM	2	33	21	432
PIK3R1_PTPN11	LGG	WithSecondM	1	1	1	8
PIK3R1_PTPN11	LGG	WOSecondM	2	33	21	429
PIK3R1_NOTCH1	LGG	WithSecondM	1	1	5	33
PIK3R1_NOTCH1	LGG	WOSecondM	2	33	17	404
PIK3R1_PTEN	LGG	WithSecondM	1	1	1	22
